|   lr  | activation_function |          optimizer          | neurons_per_layer | epochs |     val_accuracy    |    val_precision    |       val_recall      |     val_f1_score     | train_accuracy |   train_precision   |      train_recall     |     train_f1_score    | train_hamming_loss | val_hamming_loss |
|  0.01 |         tanh        |    batch_gradient_descent   |        [8]        |   4    |       0.659375      |          0          |           0           |          0           |  0.6564453125  |  0.4166666666666667 | 0.0028457598178713715 |  0.005652911249293386 |    0.3435546875    |     0.340625     |
|  0.01 |         tanh        |             sgd             |        [8]        |   14   |      0.65703125     |         0.48        |  0.08256880733944955  | 0.14090019569471626  |    0.665625    |  0.5644699140401146 |  0.11212293682413205  |  0.18708452041785373  |      0.334375      |    0.34296875    |
|  0.01 |         tanh        | mini_batch_gradient_descent |        [8]        |   14   |      0.6609375      |  0.5119047619047619 |  0.09862385321100918  |  0.1653846153846154  |  0.6736328125  |  0.6155913978494624 |  0.13033579965850883  |   0.2151244715829028  |    0.3263671875    |    0.3390625     |
|  0.01 |         tanh        |    batch_gradient_descent   |        [8]        |   4    |      0.6578125      |  0.4166666666666667 |  0.011467889908256881 | 0.022321428571428575 |  0.6541015625  |  0.3333333333333333 |  0.00796812749003984  |  0.01556420233463035  |    0.3458984375    |    0.3421875     |
|  0.01 |         tanh        |             sgd             |        [8]        |   10   |      0.65546875     |  0.4675324675324675 |  0.08256880733944955  | 0.14035087719298248  |  0.6685546875  |  0.5961538461538461 |  0.10586226522481502  |  0.17979700338327695  |    0.3314453125    |    0.34453125    |
|  0.01 |         tanh        | mini_batch_gradient_descent |      [16, 10]     |   8    |      0.6484375      | 0.44166666666666665 |  0.12155963302752294  |  0.1906474820143885  |  0.6787109375  |  0.6171548117154811 |  0.16789982925441094  |   0.2639821029082774  |    0.3212890625    |    0.3515625     |
|  0.01 |         tanh        |    batch_gradient_descent   |      [16, 10]     |   4    |      0.47890625     | 0.35135135135135137 |   0.6261467889908257  |  0.450123660346249   |  0.4564453125  | 0.33703939008894535 |   0.603870233352305   |   0.4326197757390418  |    0.5435546875    |    0.52109375    |
|  0.01 |         tanh        |             sgd             |      [16, 10]     |   8    |       0.646875      |        0.4375       |  0.12844036697247707  | 0.19858156028368795  |  0.680078125   |  0.6116322701688556 |  0.18554354012521343  |  0.28471615720524013  |    0.319921875     |     0.353125     |
|  0.01 |         tanh        | mini_batch_gradient_descent |      [16, 10]     |   10   |      0.65390625     | 0.46788990825688076 |  0.11697247706422019  | 0.18715596330275233  |  0.677734375   |  0.5988909426987061 |  0.18440523619806487  |   0.2819843342036554  |    0.322265625     |    0.34609375    |
|  0.01 |         tanh        |    batch_gradient_descent   |      [16, 10]     |   4    |      0.55390625     | 0.33966745843230406 |  0.32798165137614677  |  0.3337222870478413  |  0.5658203125  |  0.3589588377723971 |  0.33750711439954467  |   0.3479026107362863  |    0.4341796875    |    0.44609375    |
|  0.01 |         tanh        |             sgd             |      [16, 10]     |   11   |      0.6546875      |        0.475        |  0.13073394495412843  | 0.20503597122302158  |  0.6720703125  |  0.5776892430278885 |  0.16505406943653955  |  0.25675077467906154  |    0.3279296875    |    0.3453125     |
|  0.01 |         tanh        | mini_batch_gradient_descent |    [16, 10, 5]    |   5    |      0.6484375      |  0.3409090909090909 |  0.034403669724770644 |        0.0625        |  0.6626953125  |  0.5882352941176471 |  0.056915196357427436 |  0.10378827192527244  |    0.3373046875    |    0.3515625     |
|  0.01 |         tanh        |    batch_gradient_descent   |    [16, 10, 5]    |   4    | 0.46796875000000004 |  0.3462986198243413 |   0.6330275229357798  | 0.44768856447688565  |  0.4541015625  | 0.33679245283018866 |   0.6095617529880478  |  0.43386672068057525  |    0.5458984375    |    0.53203125    |
|  0.01 |         tanh        |             sgd             |    [16, 10, 5]    |   6    |      0.6515625      | 0.44047619047619047 |  0.08486238532110092  |  0.1423076923076923  |   0.66953125   |  0.5942028985507246 |  0.11667615253272624  |   0.1950523311132255  |     0.33046875     |    0.3484375     |
|  0.01 |         tanh        | mini_batch_gradient_descent |    [16, 10, 5]    |   10   |      0.64296875     | 0.42857142857142855 |   0.1444954128440367  | 0.21612349914236706  |  0.669140625   |  0.5567567567567567 |  0.17586795674445077  |   0.2673010380622837  |    0.330859375     |    0.35703125    |
|  0.01 |         tanh        |    batch_gradient_descent   |    [16, 10, 5]    |   4    |      0.52421875     |  0.3320388349514563 |   0.3922018348623853  |  0.3596214511041009  |   0.5421875    |  0.3554899064500246 |   0.4109277177006261  |   0.3812038014783527  |     0.4578125      |    0.47578125    |
|  0.01 |         tanh        |             sgd             |    [16, 10, 5]    |   11   |       0.640625      |  0.4178082191780822 |  0.13990825688073394  | 0.20962199312714774  |  0.6685546875  |  0.5482315112540193 |  0.19408081957882756  |  0.28667507356031946  |    0.3314453125    |     0.359375     |
| 0.001 |         tanh        | mini_batch_gradient_descent |        [8]        |   94   |      0.66484375     |  0.5507246376811594 |   0.0871559633027523  | 0.15049504950495052  |  0.667578125   |  0.5951557093425606 |  0.09789413773477519  |  0.16813294232649073  |    0.332421875     |    0.33515625    |
| 0.001 |         tanh        |    batch_gradient_descent   |        [8]        |   30   |      0.65234375     | 0.40816326530612246 |  0.045871559633027525 | 0.08247422680412371  |  0.6634765625  |  0.5720338983050848 |  0.07683551508252703  |  0.13547415955845457  |    0.3365234375    |    0.34765625    |
| 0.001 |         tanh        |             sgd             |        [8]        |   74   |      0.6578125      |  0.4864864864864865 |  0.08256880733944955  |  0.1411764705882353  |  0.6654296875  |  0.5683229813664596 |   0.1041548093340922  |  0.17604617604617606  |    0.3345703125    |    0.3421875     |
| 0.001 |         tanh        | mini_batch_gradient_descent |        [8]        |  199   |      0.6609375      |  0.5096153846153846 |  0.12155963302752294  |  0.1962962962962963  |  0.6740234375  |  0.6057692307692307 |  0.14342629482071714  |  0.23193741371375978  |    0.3259765625    |    0.3390625     |
| 0.001 |         tanh        |    batch_gradient_descent   |        [8]        |   48   |       0.65625       |  0.4722222222222222 |   0.0779816513761468  | 0.13385826771653545  |  0.667578125   |  0.5878594249201278 |  0.10472396129766648  |  0.17777777777777778  |    0.332421875     |     0.34375      |
| 0.001 |         tanh        |             sgd             |        [8]        |   94   |       0.65625       | 0.47297297297297297 |  0.08027522935779817  | 0.13725490196078433  |  0.6685546875  |  0.5898203592814372 |  0.11212293682413205  |  0.18842659014825447  |    0.3314453125    |     0.34375      |
| 0.001 |         tanh        | mini_batch_gradient_descent |      [16, 10]     |   25   |      0.65859375     |  0.4915254237288136 |  0.06651376146788991  | 0.11717171717171718  |   0.66484375   |  0.575091575091575  |  0.08935685828116106  |  0.15467980295566502  |     0.33515625     |    0.34140625    |
| 0.001 |         tanh        |    batch_gradient_descent   |      [16, 10]     |   43   |      0.65390625     |  0.4606741573033708 |  0.09403669724770643  | 0.15619047619047619  |  0.6689453125  |  0.5870786516853933 |  0.11895276038702333  |   0.1978230004732608  |    0.3310546875    |    0.34609375    |
| 0.001 |         tanh        |             sgd             |      [16, 10]     |   19   |       0.65625       | 0.47560975609756095 |  0.08944954128440367  | 0.15057915057915058  |  0.6693359375  |  0.5941176470588235 |  0.11496869664200342  |  0.19265617548879352  |    0.3306640625    |     0.34375      |
| 0.001 |         tanh        | mini_batch_gradient_descent |      [16, 10]     |   60   |      0.65078125     | 0.43820224719101125 |  0.08944954128440367  | 0.14857142857142858  |  0.672265625   |  0.5965770171149144 |  0.13887307911212293  |   0.2253000923361034  |    0.327734375     |    0.34921875    |
| 0.001 |         tanh        |    batch_gradient_descent   |      [16, 10]     |   37   |      0.6578125      |  0.4880952380952381 |  0.09403669724770643  |  0.1576923076923077  |  0.6716796875  |  0.6032608695652174 |   0.1263517359134889  |   0.2089411764705882  |    0.3283203125    |    0.3421875     |
| 0.001 |         tanh        |             sgd             |      [16, 10]     |   35   |      0.66484375     |  0.5454545454545454 |   0.0963302752293578  | 0.16374269005847955  |  0.6666015625  |  0.5801282051282052 |  0.10301650540694365  |  0.17496375060415661  |    0.3333984375    |    0.33515625    |
| 0.001 |         tanh        | mini_batch_gradient_descent |    [16, 10, 5]    |   26   |         0.65        |  0.4032258064516129 |  0.05733944954128441  | 0.10040160642570282  |   0.6671875    |  0.6305418719211823 |  0.07285145133750712  |   0.1306122448979592  |     0.3328125      |       0.35       |
| 0.001 |         tanh        |    batch_gradient_descent   |    [16, 10, 5]    |   24   |      0.66171875     |  0.5294117647058824 |  0.06192660550458716  |  0.1108829568788501  |   0.66171875   |  0.5576036866359447 |   0.0688673875924872  |   0.1225937183383992  |     0.33828125     |    0.33828125    |
| 0.001 |         tanh        |             sgd             |    [16, 10, 5]    |   82   |      0.65234375     | 0.43478260869565216 |  0.06880733944954129  | 0.11881188118811883  |  0.6673828125  |  0.6088709677419355 |  0.08594194649971543  |  0.15062344139650874  |    0.3326171875    |    0.34765625    |
| 0.001 |         tanh        | mini_batch_gradient_descent |    [16, 10, 5]    |   54   |      0.65234375     | 0.45871559633027525 |  0.11467889908256881  | 0.18348623853211013  |  0.674609375   |  0.6226415094339622 |  0.13147410358565736  |  0.21710526315789475  |    0.325390625     |    0.34765625    |
| 0.001 |         tanh        |    batch_gradient_descent   |    [16, 10, 5]    |   58   |        0.6375       | 0.36538461538461536 |   0.0871559633027523  | 0.14074074074074075  |  0.6630859375  |  0.5421052631578948 |  0.11724530449630051  |  0.19279363593823115  |    0.3369140625    |      0.3625      |
| 0.001 |         tanh        |             sgd             |    [16, 10, 5]    |   29   |      0.65390625     |  0.4492753623188406 |  0.07110091743119266  |  0.1227722772277228  |  0.6693359375  |  0.626984126984127  |  0.08992601024473534  |  0.15729218516674962  |    0.3306640625    |    0.34609375    |
