|   lr  | activation_function |          optimizer          | neurons_per_layer | epochs |     val_accuracy    |    val_precision    |      val_recall     |     val_f1_score    |    train_accuracy   |   train_precision    |     train_recall    |    train_f1_score   |
| 0.001 |         relu        | mini_batch_gradient_descent |      [16, 10]     |   99   |  0.6120218579234973 |  0.3524358974358974 |  0.393218085106383  |  0.3717117375005373 |  0.6169630642954856 |  0.2961916034125723  | 0.29059571619812585 |  0.2933669772641027 |
| 0.001 |         relu        |    batch_gradient_descent   |      [16, 10]     |   23   |  0.4426229508196721 | 0.24624017957351288 |  0.2615691489361702 |  0.2536733005435733 |  0.5362517099863201 | 0.17097749028063638  |  0.2068161535029005 | 0.18719693916121782 |
| 0.001 |         relu        |             sgd             |      [16, 10]     |   68   |  0.5683060109289617 |  0.323892599154968  | 0.34906914893617025 |  0.3360099270261558 |  0.615595075239398  | 0.30081615833594727  |  0.2921530175282025 | 0.29642130470276923 |
| 0.001 |         relu        | mini_batch_gradient_descent |      [16, 10]     |  199   |  0.5573770491803278 | 0.31633662592196826 | 0.34906914893617025 |  0.3318978011919505 |  0.6196990424076607 |  0.2958360385292769  |  0.2911542857590205 | 0.29347649164133566 |
| 0.001 |         relu        |    batch_gradient_descent   |      [16, 10]     |   15   |  0.5136612021857924 | 0.10273224043715848 |         0.2         | 0.13574007220216605 |  0.3693570451436389 | 0.061559507523939815 | 0.16666666666666666 |  0.0899100899100899 |
| 0.001 |         relu        |             sgd             |      [16, 10]     |  199   |  0.5628415300546448 | 0.31854549825700207 | 0.34082446808510636 |  0.3293085992576686 |  0.612859097127223  | 0.29385150524856407  | 0.28521728238490024 | 0.28947002339472744 |
| 0.001 |         relu        | mini_batch_gradient_descent |    [16, 10, 5]    |   95   |  0.5901639344262295 |  0.3370931649495956 |  0.3659574468085106 |  0.350932783268805  |  0.6046511627906976 |  0.2896303258145363  | 0.28152923585178924 | 0.28552232958574514 |
| 0.001 |         relu        |    batch_gradient_descent   |    [16, 10, 5]    |   41   |  0.4207650273224044 | 0.17607142857142857 |  0.251063829787234  | 0.20698439807155183 |  0.5075239398084815 | 0.15914928111267546  | 0.19270043135504986 | 0.17432519643210906 |
| 0.001 |         relu        |             sgd             |    [16, 10, 5]    |   99   |  0.5737704918032787 |  0.3268799827623357 | 0.35970744680851063 |  0.3425089331616346 |  0.6073871409028728 | 0.28602233436127467  | 0.27762335893280726 | 0.28176026940296084 |
| 0.001 |         relu        | mini_batch_gradient_descent |    [16, 10, 5]    |  186   |  0.5519125683060109 | 0.31105413105413104 | 0.33856382978723404 |  0.3242264968918975 |  0.6347469220246238 | 0.30573385669206493  |  0.302162646688117  | 0.30393776179516524 |
| 0.001 |         relu        |    batch_gradient_descent   |    [16, 10, 5]    |   21   |  0.2568306010928962 | 0.05136612021857924 |         0.2         | 0.08173913043478262 |  0.454172366621067  |  0.0756953944368445  | 0.16666666666666666 | 0.10410787080589524 |
| 0.001 |         relu        |             sgd             |    [16, 10, 5]    |   42   |  0.5628415300546448 | 0.32272057755741346 | 0.35744680851063826 |  0.3391972118965018 |  0.6101231190150479 |  0.295133246086654   | 0.28727874460806185 |  0.2911530318142723 |
|  0.01 |       sigmoid       | mini_batch_gradient_descent |        [8]        |   99   |  0.5792349726775956 | 0.32992337164750957 |  0.3617021276595745 |  0.3450826657174479 |  0.5950752393980848 |  0.2838413163221347  | 0.27958207097395427 | 0.28169559459061716 |
|  0.01 |       sigmoid       |    batch_gradient_descent   |        [8]        |   59   |  0.2568306010928962 | 0.05136612021857924 |         0.2         | 0.08173913043478262 |  0.454172366621067  |  0.0756953944368445  | 0.16666666666666666 | 0.10410787080589524 |
|  0.01 |       sigmoid       |             sgd             |        [8]        |   99   |  0.5901639344262295 |  0.3385158051824718 | 0.37632978723404253 | 0.35642265208359186 |  0.6087551299589603 |  0.2903614457831325  |  0.2945058988390208 | 0.29241898821964085 |
|  0.01 |       sigmoid       | mini_batch_gradient_descent |        [8]        |   69   |  0.5792349726775956 |  0.3323076923076923 | 0.36781914893617024 | 0.34916282413170396 |  0.5978112175102599 | 0.28593319682150264  |  0.2832061188222676 |  0.2845631243122421 |
|  0.01 |       sigmoid       |    batch_gradient_descent   |        [8]        |   9    |  0.2568306010928962 | 0.05136612021857924 |         0.2         | 0.08173913043478262 |  0.454172366621067  |  0.0756953944368445  | 0.16666666666666666 | 0.10410787080589524 |
|  0.01 |       sigmoid       |             sgd             |        [8]        |   94   |  0.5846994535519126 | 0.33187819155561094 | 0.36595744680851067 | 0.34808567793364675 |  0.5909712722298222 | 0.27768246888164544  |  0.274549464916195  |  0.2761070795879492 |
|  0.01 |       sigmoid       | mini_batch_gradient_descent |      [16, 10]     |   80   |  0.5901639344262295 | 0.33999010390895595 |  0.376063829787234  |  0.3571182966785004 |  0.612859097127223  |  0.2931376941457587  |  0.2958126854396142 | 0.29446911493589867 |
|  0.01 |       sigmoid       |    batch_gradient_descent   |      [16, 10]     |   7    |  0.2568306010928962 | 0.05136612021857924 |         0.2         | 0.08173913043478262 |  0.454172366621067  |  0.0756953944368445  | 0.16666666666666666 | 0.10410787080589524 |
|  0.01 |       sigmoid       |             sgd             |      [16, 10]     |   67   |  0.5846994535519126 |  0.3377712429606566 |  0.3781914893617021 |  0.3568403875561744 |  0.6087551299589603 |  0.2889663898774219  |  0.2891818736936048 |  0.2890740916286212 |
|  0.01 |       sigmoid       | mini_batch_gradient_descent |      [16, 10]     |   75   |  0.6010928961748634 | 0.34402269083734127 |  0.3804521276595745 |  0.3613215017294509 |  0.6087551299589603 |  0.2881374269005848  |  0.2891818736936048 | 0.28865870552606226 |
|  0.01 |       sigmoid       |    batch_gradient_descent   |      [16, 10]     |   8    |  0.2568306010928962 | 0.05136612021857924 |         0.2         | 0.08173913043478262 |  0.454172366621067  |  0.0756953944368445  | 0.16666666666666666 | 0.10410787080589524 |
|  0.01 |       sigmoid       |             sgd             |      [16, 10]     |   92   |  0.5792349726775956 | 0.33405940689528824 | 0.36981382978723404 |  0.3510285153692251 |  0.612859097127223  | 0.29391427083704486  | 0.29887816372703285 |  0.2963754340945464 |
|  0.01 |       sigmoid       | mini_batch_gradient_descent |    [16, 10, 5]    |   90   |  0.5628415300546448 | 0.32973999079613436 | 0.36542553191489363 | 0.34666682277446037 |  0.6019151846785226 | 0.28672928941691617  | 0.29191189710107485 |  0.2892973842107686 |
|  0.01 |       sigmoid       |    batch_gradient_descent   |    [16, 10, 5]    |   9    |  0.2568306010928962 | 0.05136612021857924 |         0.2         | 0.08173913043478262 |  0.454172366621067  |  0.0756953944368445  | 0.16666666666666666 | 0.10410787080589524 |
|  0.01 |       sigmoid       |             sgd             |    [16, 10, 5]    |   99   |  0.5409836065573771 |   0.31197829193917  |  0.3211436170212766 |  0.3164946140308787 |  0.5458276333789329 |  0.2761753513515283  |  0.2715914339619687 | 0.27386421268892486 |
|  0.01 |       sigmoid       | mini_batch_gradient_descent |    [16, 10, 5]    |  100   |  0.5519125683060109 |  0.3249320350911019 |  0.3610372340425532 | 0.34203445687667366 |  0.600547195622435  | 0.28542577166690264  | 0.29015751113616256 |  0.2877721921236663 |
|  0.01 |       sigmoid       |    batch_gradient_descent   |    [16, 10, 5]    |   9    |  0.2568306010928962 | 0.05136612021857924 |         0.2         | 0.08173913043478262 |  0.454172366621067  |  0.0756953944368445  | 0.16666666666666666 | 0.10410787080589524 |
|  0.01 |       sigmoid       |             sgd             |    [16, 10, 5]    |   99   |  0.5409836065573771 |  0.3204233409610984 |  0.356781914893617  |  0.3376265974794413 |  0.6114911080711354 |  0.2891722888983163  | 0.29883725936885946 | 0.29392534374468365 |
| 0.001 |       sigmoid       | mini_batch_gradient_descent |        [8]        |   99   | 0.43169398907103823 | 0.17523602033405955 |  0.251063829787234  |  0.2064060138384977 |  0.5512995896032832 | 0.17678606712394504  | 0.21533541573702217 | 0.19416585382110027 |
| 0.001 |       sigmoid       |    batch_gradient_descent   |        [8]        |   99   |  0.3224043715846995 | 0.15499328257948947 | 0.22127659574468087 | 0.18229673916621716 |  0.5102599179206566 | 0.16058216625475658  | 0.19451137884872824 |  0.1759258032562974 |
| 0.001 |       sigmoid       |             sgd             |        [8]        |   99   |  0.4426229508196721 | 0.17872749099639856 |  0.2531914893617021 | 0.20954059299612182 |  0.5348837209302325 | 0.17006551141166526  |  0.207812732411126  | 0.18705378884912716 |
| 0.001 |       sigmoid       | mini_batch_gradient_descent |        [8]        |  199   | 0.48633879781420764 | 0.19352673219851355 |  0.2702127659574468 | 0.22552917662613944 |  0.5485636114911081 |  0.1762436904472697  |  0.2152536070206753 | 0.19380511859863528 |
| 0.001 |       sigmoid       |    batch_gradient_descent   |        [8]        |  199   |  0.5245901639344263 |  0.208452064718667  | 0.28936170212765955 | 0.24233176451160104 |  0.5512995896032832 |  0.1766305309794759  | 0.21591179532946603 | 0.19430574742027137 |
| 0.001 |       sigmoid       |             sgd             |        [8]        |  199   |  0.5409836065573771 | 0.21348148148148147 | 0.28936170212765955 | 0.24569633980454716 |  0.5663474692202463 |  0.1831588551293446  | 0.22327829837869997 | 0.20123848006164846 |
| 0.001 |       sigmoid       | mini_batch_gradient_descent |      [16, 10]     |   99   |  0.2568306010928962 | 0.05136612021857924 |         0.2         | 0.08173913043478262 |  0.454172366621067  |  0.0756953944368445  | 0.16666666666666666 | 0.10410787080589524 |
| 0.001 |       sigmoid       |    batch_gradient_descent   |      [16, 10]     |   99   |  0.2568306010928962 | 0.05164835164835165 |         0.2         | 0.08209606986899565 | 0.45554035567715456 | 0.14265381083562903  |  0.1673992265357727 |  0.1540390495685391 |
| 0.001 |       sigmoid       |             sgd             |      [16, 10]     |   99   |  0.2568306010928962 | 0.05136612021857924 |         0.2         | 0.08173913043478262 |  0.454172366621067  |  0.0756953944368445  | 0.16666666666666666 | 0.10410787080589524 |
| 0.001 |       sigmoid       | mini_batch_gradient_descent |      [16, 10]     |  199   | 0.31693989071038253 | 0.13878787878787877 | 0.21914893617021275 | 0.16994740255061602 |  0.4993160054719562 | 0.15409669211195928  | 0.18934255540681244 |  0.1699110493341062 |
| 0.001 |       sigmoid       |    batch_gradient_descent   |      [16, 10]     |  199   | 0.48633879781420764 |  0.1954066985645933 |  0.276595744680851  |  0.2290185658085444 |  0.5321477428180574 |  0.1660125718676311  |  0.2043879220586048 |  0.1832123075213132 |
| 0.001 |       sigmoid       |             sgd             |      [16, 10]     |  199   |  0.2568306010928962 | 0.05136612021857924 |         0.2         | 0.08173913043478262 |  0.4582763337893297 | 0.14318076745261213  |  0.1686337944370073 |  0.1548684317987944 |
| 0.001 |       sigmoid       | mini_batch_gradient_descent |    [16, 10, 5]    |   99   |  0.2568306010928962 | 0.05136612021857924 |         0.2         | 0.08173913043478262 |  0.454172366621067  |  0.0756953944368445  | 0.16666666666666666 | 0.10410787080589524 |
| 0.001 |       sigmoid       |    batch_gradient_descent   |    [16, 10, 5]    |   99   |  0.2568306010928962 | 0.05136612021857924 |         0.2         | 0.08173913043478262 |  0.454172366621067  |  0.0756953944368445  | 0.16666666666666666 | 0.10410787080589524 |
| 0.001 |       sigmoid       |             sgd             |    [16, 10, 5]    |   99   |  0.2568306010928962 | 0.05136612021857924 |         0.2         | 0.08173913043478262 |  0.454172366621067  |  0.0756953944368445  | 0.16666666666666666 | 0.10410787080589524 |
| 0.001 |       sigmoid       | mini_batch_gradient_descent |    [16, 10, 5]    |  199   |  0.2568306010928962 | 0.05136612021857924 |         0.2         | 0.08173913043478262 |  0.454172366621067  |  0.0756953944368445  | 0.16666666666666666 | 0.10410787080589524 |
| 0.001 |       sigmoid       |    batch_gradient_descent   |    [16, 10, 5]    |  199   |  0.2568306010928962 | 0.05136612021857924 |         0.2         | 0.08173913043478262 |  0.454172366621067  |  0.0756953944368445  | 0.16666666666666666 | 0.10410787080589524 |
| 0.001 |       sigmoid       |             sgd             |    [16, 10, 5]    |  199   |  0.2568306010928962 | 0.05136612021857924 |         0.2         | 0.08173913043478262 |  0.454172366621067  |  0.0756953944368445  | 0.16666666666666666 | 0.10410787080589524 |
|  0.01 |         tanh        | mini_batch_gradient_descent |        [8]        |   28   |  0.5573770491803278 | 0.32291610828196193 | 0.35904255319148937 |  0.3400224398754957 |  0.6114911080711354 |  0.2962768708759646  | 0.29736998676969084 |  0.2968224224144372 |
|  0.01 |         tanh        |    batch_gradient_descent   |        [8]        |   4    |  0.5136612021857924 | 0.10273224043715848 |         0.2         | 0.13574007220216605 |  0.3693570451436389 | 0.061559507523939815 | 0.16666666666666666 |  0.0899100899100899 |
|  0.01 |         tanh        |             sgd             |        [8]        |   34   |  0.5737704918032787 | 0.32978927203065134 | 0.36981382978723404 | 0.34865664087391895 |  0.6032831737346102 |  0.2871840690809763  |  0.2811425037381495 | 0.28413117414037004 |
|  0.01 |         tanh        | mini_batch_gradient_descent |        [8]        |   24   |  0.5901639344262295 | 0.33839397259220816 |  0.3761968085106383 | 0.35629547952453433 |  0.612859097127223  | 0.29569634182415094  | 0.29307737773706916 |  0.2943810349852247 |
|  0.01 |         tanh        |    batch_gradient_descent   |        [8]        |   4    |  0.5136612021857924 | 0.10273224043715848 |         0.2         | 0.13574007220216605 |  0.3693570451436389 | 0.061559507523939815 | 0.16666666666666666 |  0.0899100899100899 |
|  0.01 |         tanh        |             sgd             |        [8]        |   50   |  0.5628415300546448 |  0.3273101112723754 |  0.3695478723404255 |  0.3471489401301662 |  0.625170998632011  |  0.3034145485942475  |  0.3099043346876786 |  0.3066251060573975 |
|  0.01 |         tanh        | mini_batch_gradient_descent |      [16, 10]     |   21   |  0.546448087431694  |  0.3186728395061728 |  0.356781914893617  | 0.33665232249236204 |  0.6114911080711354 | 0.29416577586201664  | 0.29852274595457856 | 0.29632824643552763 |
|  0.01 |         tanh        |    batch_gradient_descent   |      [16, 10]     |   4    |  0.2568306010928962 | 0.05136612021857924 |         0.2         | 0.08173913043478262 |  0.454172366621067  |  0.0756953944368445  | 0.16666666666666666 | 0.10410787080589524 |
|  0.01 |         tanh        |             sgd             |      [16, 10]     |   49   |  0.5846994535519126 | 0.33972403776325344 | 0.38018617021276596 | 0.35881802873596913 |  0.6183310533515732 |  0.2977095246311085  | 0.31115142832538734 |  0.3042820971364221 |
|  0.01 |         tanh        | mini_batch_gradient_descent |      [16, 10]     |   18   |  0.5628415300546448 | 0.33272789705776046 |  0.3779255319148936 | 0.35388942725643785 |  0.6142270861833106 | 0.29453936885926096  |  0.3000874844406867 | 0.29728754353829295 |
|  0.01 |         tanh        |    batch_gradient_descent   |      [16, 10]     |   4    |  0.2568306010928962 | 0.05136612021857924 |         0.2         | 0.08173913043478262 |  0.454172366621067  |  0.0756953944368445  | 0.16666666666666666 | 0.10410787080589524 |
|  0.01 |         tanh        |             sgd             |      [16, 10]     |   17   |  0.5519125683060109 |  0.3248989429335965 |  0.363031914893617  | 0.34290854686364575 |  0.612859097127223  |  0.2945422185951249  | 0.30642374566492087 |  0.3003655289846654 |
|  0.01 |         tanh        | mini_batch_gradient_descent |    [16, 10, 5]    |   19   |  0.5355191256830601 | 0.31341516718875206 | 0.35890957446808514 | 0.33462312872898514 |  0.6169630642954856 |  0.2951890064344329  | 0.30560859422093833 | 0.30030844726242517 |
|  0.01 |         tanh        |    batch_gradient_descent   |    [16, 10, 5]    |   4    |  0.5136612021857924 | 0.10273224043715848 |         0.2         | 0.13574007220216605 |  0.3693570451436389 | 0.061559507523939815 | 0.16666666666666666 |  0.0899100899100899 |
|  0.01 |         tanh        |             sgd             |    [16, 10, 5]    |   13   |  0.5628415300546448 |  0.3255546501722286 |  0.3676861702127659 | 0.34534014442573213 |  0.600547195622435  | 0.28455542478591195  | 0.27704169504528836 |  0.2807482960052083 |
|  0.01 |         tanh        | mini_batch_gradient_descent |    [16, 10, 5]    |   31   |  0.5737704918032787 |  0.3378692634715308 |  0.3861702127659575 | 0.36040865075451217 |  0.6224350205198358 |  0.3009869129414435  | 0.30094060452335664 | 0.30096375695106464 |
|  0.01 |         tanh        |    batch_gradient_descent   |    [16, 10, 5]    |   4    |  0.2568306010928962 | 0.05136612021857924 |         0.2         | 0.08173913043478262 |  0.454172366621067  |  0.0756953944368445  | 0.16666666666666666 | 0.10410787080589524 |
|  0.01 |         tanh        |             sgd             |    [16, 10, 5]    |   24   |  0.5519125683060109 |  0.3229360165118679 | 0.36316489361702126 | 0.34187106400895284 |  0.612859097127223  | 0.29127338912703277  |  0.3058317089018843 | 0.29837507215538756 |
| 0.001 |         tanh        | mini_batch_gradient_descent |        [8]        |   99   |  0.5683060109289617 | 0.31943681318681316 | 0.34308510638297873 |  0.3308389044878765 |  0.5896032831737346 |  0.2794117047797114  |  0.2644895370957514 |  0.271745922849876  |
| 0.001 |         tanh        |    batch_gradient_descent   |        [8]        |   99   |  0.5409836065573771 |  0.3148878455920709 | 0.33869680851063827 |  0.3263586673014665 |  0.573187414500684  |  0.2762068465229515  | 0.26037815981274026 |  0.2680590384604727 |
| 0.001 |         tanh        |             sgd             |        [8]        |   99   |  0.5628415300546448 |  0.3246407874890847 |  0.3658244680851064 | 0.34400440121541626 |  0.600547195622435  | 0.28602142821870796  | 0.28033772516968464 | 0.28315105726429374 |
| 0.001 |         tanh        | mini_batch_gradient_descent |        [8]        |  199   |  0.5573770491803278 |  0.3196699134199134 |  0.3594414893617021 |  0.338391107300343  |  0.6019151846785226 | 0.28949423133450913  | 0.28494269475563067 |  0.2872004310520973 |
| 0.001 |         tanh        |    batch_gradient_descent   |        [8]        |   83   |  0.3224043715846995 | 0.15215686274509804 | 0.22127659574468087 | 0.18031995710072393 |  0.478796169630643  |  0.1387094322413924  | 0.17800832961475532 | 0.15592074274834086 |
| 0.001 |         tanh        |             sgd             |        [8]        |  128   |  0.5683060109289617 | 0.32475226649799704 | 0.35744680851063826 | 0.34031609091476983 |  0.5978112175102599 | 0.28917948717948716  | 0.28047081111972255 |  0.284758581082371  |
| 0.001 |         tanh        | mini_batch_gradient_descent |      [16, 10]     |   64   |  0.5846994535519126 | 0.33874694002447975 |  0.3824468085106383 |  0.3592729037606137 |  0.6032831737346102 | 0.28991452991452993  | 0.28839490515668914 |  0.289152720975235  |
| 0.001 |         tanh        |    batch_gradient_descent   |      [16, 10]     |   13   |  0.2896174863387978 | 0.13595238095238096 |  0.2127659574468085 |  0.1658991530717492 | 0.46238030095759236 | 0.11758598827072436  | 0.17048564628885912 | 0.13917873750740475 |
| 0.001 |         tanh        |             sgd             |      [16, 10]     |   78   |  0.5901639344262295 |  0.339782087165134  |  0.3783244680851064 | 0.35801894983900034 |  0.600547195622435  | 0.28549883903505663  | 0.28341886062769595 |  0.2844550476028838 |
| 0.001 |         tanh        | mini_batch_gradient_descent |      [16, 10]     |  199   |  0.5737704918032787 |  0.3292756435701789 | 0.36781914893617024 |  0.3474818296890084 |  0.6169630642954856 | 0.29639895491194085  |  0.2921939218863759 |  0.2942814175728427 |
| 0.001 |         tanh        |    batch_gradient_descent   |      [16, 10]     |  199   |  0.5355191256830601 | 0.32258721670486373 |  0.3718085106382979 | 0.34545337153180977 |  0.5937072503419972 | 0.28524697078913946  | 0.28654735902675027 | 0.28589568622104616 |
| 0.001 |         tanh        |             sgd             |      [16, 10]     |  199   |  0.5519125683060109 | 0.32430569524345926 |  0.3716755319148936 |  0.346378571947364  |  0.6142270861833106 |  0.2967963895382525  | 0.29834268849276246 | 0.29756753020736076 |
| 0.001 |         tanh        | mini_batch_gradient_descent |    [16, 10, 5]    |   68   |  0.5737704918032787 | 0.32731816833989924 |  0.3595744680851064 | 0.34268894448473375 |  0.5964432284541724 |  0.2850749012039335  | 0.27657315421530176 | 0.28075968162921966 |
| 0.001 |         tanh        |    batch_gradient_descent   |    [16, 10, 5]    |   37   |  0.2568306010928962 | 0.05136612021857924 |         0.2         | 0.08173913043478262 |  0.454172366621067  | 0.15900777320530407  | 0.16678194258515544 |  0.1628021021902193 |
| 0.001 |         tanh        |             sgd             |    [16, 10, 5]    |   91   |  0.5191256830601093 | 0.29217563291139237 |  0.3259308510638298 | 0.30813154420409106 |  0.5937072503419972 | 0.27919208079399244  |  0.2715657953451232 |  0.2753261378897807 |
| 0.001 |         tanh        | mini_batch_gradient_descent |    [16, 10, 5]    |   42   |  0.5846994535519126 |  0.3352884305510796 |  0.3349734042553192 | 0.33513084337126003 |  0.5868673050615595 |  0.2875326940275274  | 0.26587500097857314 | 0.27628005897206714 |
| 0.001 |         tanh        |    batch_gradient_descent   |    [16, 10, 5]    |   25   | 0.26229508196721313 | 0.10251396648044693 |  0.2021276595744681 | 0.13603464757408457 | 0.45690834473324216 | 0.11839360222531292  |   0.16801651048639  | 0.13890626780929283 |
| 0.001 |         tanh        |             sgd             |    [16, 10, 5]    |   71   |  0.546448087431694  |  0.3195155444496972 | 0.36555851063829786 |  0.3409897826004036 |  0.600547195622435  |  0.2825915128503865  | 0.28025376359238124 | 0.28141778336000195 |
